Company Name,Ticker Symbol
SHREE KARTHIK PAPERS LTD.,SHKARTP
SOUTH INDIA PAPER MILLS LTD.,STHINPA
Scandent Imaging Limited,SCANDENT
VINDHYA TELELINKS LTD.,VINDHYATEL
RUTTONSHA INTERNATIONAL RECTIFIER LTD.,RIR
ADOR WELDING LTD.,ADORWELD
INTERNATIONAL DATA MANAGEMENT LTD.,IDM
SALZER ELECTRONICS LTD.-$,SALZER
JETKING INFOTRAIN LTD.,JETKINGQ
IND-AGIV COMMERCE LTD.,INDAGIV
APLAB LTD.-$,APLAB
PCS TECHNOLOGY LTD.,PCS
USHA MARTIN LTD.,USHAMART
SPEL SEMICONDUCTOR LTD.,SPELS
SUBROS LTD.,SUBROS
KLK Electrical Ltd,KLKELEC
Pervasive Commodities Ltd,PERVASIVE
HONEYWELL AUTOMATION INDIA LTD.,HONAUT
SWITCHING TECHNOLOGIES GUNTHER LTD.,SWITCHTE
LUMAX INDUSTRIES LTD.,LUMAXIND
Digispice Technologies Ltd-$,DIGISPICE
PAE LTD.,PAEL
CALCOM VISION LTD.,CALCOM
DYNAVISION LTD.,DYNAVSN
BCC FUBA INDIA LTD.,BCCFUBA
PRECISION ELECTRONICS LTD.,PRECISIO
FINE-LINE CIRCUITS LTD.,FINELINE
HBL POWER SYSTEMS LTD.-$,HBLPOWER
S&S POWER SWITCHGEAR LTD.,S&SPOWER
Gujarat Poly Electronics Ltd,GUJARATPOLY
GUJARAT INDUSTRIES POWER CO.LTD.,GIPCL
SAVANT INFOCOMM LTD.,SAVINFOCO
CMI LTD.,CMI
MOTHERSON SUMI SYSTEMS LTD.,MOTHERSUMI
MINDTECK (INDIA) LTD.,MINDTECK
HAVELLS INDIA LTD.,HAVELLS
ACI INFOCOM LTD.,ACIIN
SBEC SYSTEMS (INDIA) LTD.,SBECSYS
INCAP LTD.,INCAP
GUJARAT INTRUX LTD.-$,GUJINTRX
IGARASHI MOTORS INDIA LTD.,IGARASHI
Symphony Limited,SYMPHONY
PAN ELECTRONICS INDIA LTD.,PANELEC
VXL INSTRUMENTS LTD.,VXLINSTR
SHYAM TELECOM LTD.,SHYAMTEL
LEE & NEE SOFTWARES (EXPORTS) LTD.,LEENEE
PATELS AIRTEMP (INDIA) LTD.,PATELSAI
Butterfly Gandhimathi Appliances Ltd,BUTTERFLY
Athena Global Technologies Ltd-$,ATHENAGLO
NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.,NARMP
DUTRON POLYMERS LTD.-$,DUTRON
R.S.SOFTWARE INDIA LTD.,RSSOFTWARE
MAGNA ELECTRO CASTINGS LTD.-$,MAGNAELQ
LINAKS MICROELECTRONICS LTD.,LINAKS
MARSONS LIMITED,MARSONS
ELNET TECHNOLOGIES LTD.-$,ELNET
Accel Ltd,ACCEL
WEBSOL ENERGY SYSTEM LTD.,WEBELSOLAR
ROTO PUMPS LTD.,ROTO
TTK PRESTIGE LTD.,TTKPRESTIG
D&H India Ltd-$,DHINDIA
RAJRATAN GLOBAL WIRE LTD.,RAJGLOWIR
Surana Telecom And Power Limited,SURANAT&P
ONWARD TECHNOLOGIES LTD.,ONWARDTEC
CENTUM ELECTRONICS LTD.,CENTUM
ALFA TRANSFORMERS LTD.,ALFATRAN
STARLITE COMPONENTS LTD.,STARLITE
NHC FOODS LTD.,NHCFOODS
PVP VENTURES LTD.,PVP
TRIGYN TECHNOLOGIES LTD.,TRIGYN
KEI INDUSTRIES LTD.,KEI
IMP POWERS LTD.,INDLMETER
KEERTHI INDUSTRIES LTD.,KEERTHI
GUJARAT SIDHEE CEMENT LTD.,GSCLCEMENT
SURAJ PRODUCTS LTD.,SURAJ
ANJANI PORTLAND CEMENT LTD.-$,APCL
Modi Naturals Limited,MODINATUR
PRASHANT INDIA LTD.,PRSNTIN
SHAH FOODS LTD.,SHAHFOOD
KHANDELWAL EXTRACTION LTD.,ZKHANDEN
TASTY BITE EATABLES LTD.,TASTYBIT
RITESH INTERNATIONAL LTD.,RITESHIN
AVT NATURAL PRODUCTS LTD.,AVTNPL
HINDUSTAN FOODS LTD.,HNDFDS
NAHAR INDUSTRIAL ENTERPRISES LTD.-$,NAHARINDUS
VADILAL ENTERPRISES LTD.,VADILENT
VADILAL INDUSTRIES LTD.-$,VADILALIND
ASHIANA AGRO INDUSTRIES LTD.,ASHAI
ADF FOODS LTD.-$,ADFFOODS
Retro Green Revolution Ltd,RGRL
AJANTA SOYA LTD.,AJANTSOY
WILLIAMSON MAGOR & COMPANY LTD.,WILLAMAGOR
Richirich Inventures Limited,RICHIRICH
Superior Industrial Enterprises Limited,SIEL
SAPTARISHI AGRO INDUSTRIES LTD.,SPTRSHI
SARDA PROTEINS LTD.,SRDAPRT
Sanwaria Consumer Ltd-$,SANWARIA
PRIMA AGRO LTD.,PRIMAGR
MADHUR INDUSTRIES LTD.,MADHURIND
TARAI FOODS LTD.,TARAI
MODERN DAIRIES LTD.,MODAIRY
BAMBINO AGRO INDUSTRIES LTD.,BAMBINO
PRIME INDUSTRIES LTD.,PRIMIND
VIKAS WSP LTD.,VIKASWSP
Jatalia Global Ventures Ltd,JATALIA
VSF PROJECTS LTD.,VSFPROJ
BANSISONS TEA INDUSTRIES LTD.,BANSTEA
POONA DAL & OIL INDUSTRIES LTD.,POONADAL
TRANSGLOBE FOODS LTD.,TRANSFD
ANIK INDUSTRIES LTD.,ANIKINDS
SHARAT INDUSTRIES LTD.,SHINDL
Datiware Maritime Infra Ltd,DATIWARE
KMG MILK FOOD LTD.,KMGMILK
KSE LTD.-$,KSE
PIONEER AGRO EXTRACTS LTD.,PIONAGR
NARBADA GEMS AND JEWELLERY LTD.,NARBADA
VIRAT CRANE INDUSTRIES LTD.,VIRATCRA
IB INFOTECH ENTERPRISES LTD.,IBINFO
Ambar Protein Industries Ltd,AMBARPIL
CHORDIA FOOD PRODUCTS LTD.,CHORDIA
CIAN Agro Industries & Infrastructure Ltd,CIANAGRO
TAI INDUSTRIES LTD.-$,TAIIND
N.K.INDUSTRIES LTD.,NKIND
BKV INDUSTRIES LTD.,BKV
NCC BLUE WATER PRODUCTS LTD.,NCCBLUE
ASIAN TEA & EXPORTS LTD.-$,ASIANTNE
Heritage Foods Limited,HERITGFOOD
SIMRAN FARMS LTD.,SIMRAN
DFM FOODS LTD.,DFM
CCL PRODUCTS (INDIA) LTD.,CCL
Kellton Tech Solutions Ltd.,KELLTONTEC
SURYO FOODS & INDUSTRIES LTD.,SURFI
INTEGRATED PROTEINS LTD.,INTEGFD
MAHAAN FOODS LTD.,MAHAANF
RICO AUTO INDUSTRIES LTD.,RICOAUTO
OMAX AUTOS LTD.,OMAXAUTO
MUNJAL SHOWA LTD.,MUNJALSHOW
JAMNA AUTO INDUSTRIES LTD.,JAMNAAUTO
SUNDARAM-CLAYTON LTD.,SUNCLAYLTD
Jtekt India Ltd,JTEKTINDIA
MUNJAL AUTO INDUSTRIES LTD.,MUNJALAU
JAY BHARAT MARUTI LTD.,JAYBARMARU
RACL Geartech Ltd,RACLGEAR
SAMKRG PISTONS & RINGS LTD.-$,SAMKRG
EAST COAST STEEL LTD.,ECSTSTL
SICAL LOGISTICS LTD.,SICAL
RATNAMANI METALS & TUBES LTD.-$,RATNAMANI
VESUVIUS INDIA LTD.,VESUVIUS
AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,ASAL
ARCEE INDUSTRIES LTD.,ARCEEIN
ABC INDIA LTD.-$,ABCINDQ
BALURGHAT TECHNOLOGIES LTD.,BALTE
COASTAL ROADWAYS LTD.,COARO
SIBAR AUTO PARTS LTD.,SIBARAUT
SHREYAS SHIPPING & LOGISTICS LTD.,SHREYAS
Starlog Enterprises Ltd,STARLOG
SHIVA SUITINGS LTD.,SHVSUIT
EUROTEX INDUSTRIES & EXPORTS LTD.,EUROTEXIND
INDO COUNT INDUSTRIES LTD.,ICIL
MARAL OVERSEAS LTD.,MARALOVER
SOMA TEXTILES & INDUSTRIES LTD.,SOMATEX
SOURCE INDUSTRIES (INDIA) LTD.,SOURCEIND
ADVANCE LIFESTYLES LTD.,ADVLIFE
KAKATIYA TEXTILES LTD.,KAKTEX
Perfect-Octave Media Projects Ltd,OCTAVE
TRIDENT LTD.,TRIDENT
HISAR SPINNING MILLS LTD.,HISARSP
ALOK INDUSTRIES LTD.,ALOKTEXT
PASARI SPINNING MILLS LTD.,PASARI
SPENTEX INDUSTRIES LTD.,SPENTEX
AMARJOTHI SPINNING MILLS LTD.,AMARJOTHI
OLYMPIA INDUSTRIES LTD.,OLYMPTX
NAGREEKA EXPORTS LTD.-$,NAGREEKEXP
SUDITI INDUSTRIES LTD.,SUDTIND-B
Shree Bhavya Fabrics Ltd,SBFL
GEM SPINNERS INDIA LTD.,GEMSPIN
EUREKA INDUSTRIES LTD.,EUREKAI
ADITYA SPINNERS LTD.,ADITYASP
PRIME URBAN DEVELOPMENT INDIA LTD.,PRIMEURB
DHANLAXMI FABRICS LTD.,DHANFAB
SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,SLSTLQ
ZODIAC CLOTHING CO.LTD.,ZODIACLOTH
SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,SRMCL
SUPER SPINNING MILLS LTD.,SUPERSPIN
SEASONS FURNISHINGS LTD.,SEASONF
UNITED TEXTILES LTD.,UNITEDTE
SIL INVESTMENTS LTD.,SILINV
SURYALAKSHMI COTTON MILLS LTD.,SURYALAXMI
SAMTEX FASHIONS LTD.-$,SAMTEX
CITYMAN LTD.,CITYMAN
DHANALAXMI ROTO SPINNERS LTD.,DHANROTO
DAMODAR INDUSTRIES LTD.-$,DAMOINDUS
SANBLUE CORPORATION LTD.,SANBLUE
UNIROYAL INDUSTRIES LTD.,UNIROYAL
TATIA GLOBAL VENNTURE LTD.,TATIAGLOB
SUNIL INDUSTRIES LTD.,SUNILTX
SRI NACHAMMAI COTTON MILLS LTD.-$,SRINACHA
SAMBANDAM SPINNING MILLS LTD.-$,SAMBANDAM
KITEX GARMENTS LTD.,KITEX
CRANEX LTD.,CRANEX
BATLIBOI LTD.-$,BATLIBOI
AUSTIN ENGINEERING CO.LTD.,AUSTENG
UNITED DRILLING TOOLS LTD.,UNIDT
FLUIDOMAT LTD.,FLUIDOM
EMA INDIA LTD.,EMAINDIA
WINDSOR MACHINES LTD.,WINDMACHIN
SHANTHI GEARS LTD.,SHANTIGEAR
MIVEN MACHINE TOOLS LTD.,MIVENMACH
Honda India Power Products Ltd,HONDAPOWER
The Hi-Tech Gears Ltd,HITECHGEAR
ELGI EQUIPMENTS LTD.,ELGIEQUIP
UNITED VAN DER HORST LTD.,UVDRHOR
KILBURN ENGINEERING LTD.,KLBRENG-B
BIRLA PRECISION TECHNOLOGIES LTD.,BIRLAPREC
YUKEN INDIA LTD.-$,YUKEN
TIMKEN INDIA LTD.,TIMKEN
VOITH PAPER FABRICS INDIA LTD.-$,VOITHPAPR
ARTSON ENGINEERING LTD.,ARTSONEN
SOLITAIRE MACHINE TOOLS LTD.,SOLIMAC
INDSIL HYDRO POWER AND MANGANESE LTD.-$,INDSILHYD
TMT (INDIA) LTD.,TMTIND-B1
ITL INDUSTRIES LTD.-$,ITL
FRONTIER SPRINGS LTD.,FRONTSP
PRAJ INDUSTRIES LTD.,PRAJIND
RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,RASANDIK
YOGI SUNG-WON (INDIA) LTD.,YOGISUNG
HLE Glascoat Ltd,HLEGLAS
GUJARAT APOLLO INDUSTRIES LTD.,GUJAPOLLO
TANEJA AEROSPACE & AVIATION LTD.-$,TANAA
CONART ENGINEERS LTD.-$,CONART
SHIVAGRICO IMPLEMENTS LTD.,SHIVAGR
M.M.FORGINGS LTD.-$,MMFL
IYKOT HITECH TOOLROOM LTD.,IYKOTHITE
MAYUR UNIQUOTERS LTD.-$,MAYURUNIQ
CENLUB INDUSTRIES LTD.,CENLUB
RAJOO ENGINEERS LTD.-$,RAJOOENG
JMC PROJECTS (INDIA) LTD.-$,JMCPROJECT
VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,VJLAXMIE
AHMEDABAD STEELCRAFT LTD.,AHMDSTE
GE T&D India Ltd,GET&D
RAM RATNA WIRES LTD.-$,RAMRAT
JAYASWAL NECO INDUSTRIES LTD.,JAYNECOIND
KALPATARU POWER TRANSMISSION LTD.,KALPATPOWR
NMS Resources Global Ltd,NMSRESRC
Chandni Textiles Engineering Ind. Ltd,CHANDNI
T & I GLOBAL LTD.,TIGLOB
CONTROL PRINT LTD.-$,CONTROLPR
BEMCO HYDRAULICS LTD.,BEMHY
ANSAL BUILDWELL LTD.-$,ANSALBU
WEIZMANN LTD.,WEIZMANIND
B.N.RATHI SECURITIES LTD.,BNRSEC
RISHI TECHTEX LTD.,RISHITECH
SINCLAIRS HOTELS LTD.-$,SINCLAIR
SAFARI INDUSTRIES (INDIA) LTD.,SAFARIND
BINAYAK TEX PROCESSORS LTD.,ZBINTXPP
J.J.FINANCE CORPORATION LTD.,JJFINCOR
COSMO FERRITES LTD.-$,COSMOFE
PLANTER POLYSACKS LTD.,ZPPOLYSA
FUTURISTIC SECURITIES LTD.,FUTURSEC
SANCO TRANS LTD.,SANCTRN
ADOR MULTIPRODUCTS LTD.,ADORMUL
EIH ASSOCIATED HOTELS LTD.-$,EIHAHOTELS
MEDI-CAPS LTD.-$,MEDICAPQ
OTCO INTERNATIONAL LTD.,OTCO
MORGANITE CRUCIBLE (INDIA) LTD.,MORGANITE
SIP INDUSTRIES LTD.,SIPIND
B&A Packaging India Limited,BAPACK
ABAN OFFSHORE LTD.,ABAN
KOKUYO CAMLIN LTD.-$,KOKUYOCMLN
SRM ENERGY LTD.,SRMENERGY
BHARAT SEATS LTD.-$,BHARATSE
CONTINENTAL PETROLEUMS LTD.,CONTPTR
NB FOOTWEAR LTD.,NBFOOT
MACHINO PLASTICS LTD.-$,MACPLASQ
PEARL POLYMERS LTD.,PEARLPOLY
VENKY'S (INDIA) LTD.,VENKYS
ADVANI HOTELS & RESORTS (INDIA) LTD.,ADVANIHOTR
GV FILMS LTD.,GVFILM
SUPERHOUSE LTD.,SUPERHOUSE
RAMA VISION LTD.,RAMAVISION
TCPL PACKAGING LTD.-$,TCPLPACK
PURITY FLEX PACK LTD.,PURITY
BALMER LAWRIE & CO.LTD.,BALMLAWRIE
KOVAI MEDICAL CENTER & HOSPITAL LTD.,KOVAI
ELDECO HOUSING & INDUSTRIES LTD.,ELDEHSG
MICROSE INDIA LTD.,MICROSE
STANDARD SHOE SOLE AND MOULD (INDIA) LTD.,STDSHOE
DCM Shriram Limited,DCMSHRIRAM
DCM SHRIRAM INDUSTRIES LTD.-$,DCMSRMIND
MAWANA SUGARS LTD.,MAWANASUG
MINI DIAMONDS (INDIA) LTD.,MINID
MAHA RASHTRA APEX CORPORATION LTD.,MAHAPEXLTD
NILKAMAL LTD.,NILKAMAL
NAHAR POLYFILMS LTD.,NAHARPOLY
3M INDIA LTD.,3MINDIA
Johnson Controls-Hitachi Air Conditioning India Ltd,JCHAC
JM FINANCIAL LTD.-$,JMFINANCIL
ADC India Communications Limited-$,ADCINDIA
TAMILNADU TELECOMMUNICATIONS LTD.,TNTELE
SUNRAJ DIAMOND EXPORTS LTD.,SUNRAJDI
RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,RIIL
SHARP INDIA LTD.,SHARP
Linde India Limited,LINDEINDIA
IND BANK HOUSING LTD.,INDBNK
LOTUS CHOCOLATE CO.LTD.,LOTUSCHO
PACIFIC INDUSTRIES LTD.,PACIFICI
CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,CMMHOSP
UNIVERSAL OFFICE AUTOMATION LTD.,UNIOFFICE
APM INDUSTRIES LTD.-$,APMIN
PRECISION WIRES INDIA LTD.,PRECWIRE
KRYPTON INDUSTRIES LTD.,KRYPTONQ
MARTIN BURN LTD.,MARBU
Future Enterprises Ltd,FEL
INDIAN TONERS & DEVELOPERS LTD.-$,INDTONER
KUNSTSTOFFE INDUSTRIES LTD.,KUNSTOFF
SHIPPING CORPORATION OF INDIA LTD.,SCI
SIKA INTERPLANT SYSTEMS LTD.,SIKA
ITI LTD.,ITI
DREDGING CORPORATION OF INDIA LTD.,DREDGECORP
PHAARMASIA LTD.,PHRMASI
Poddar Housing and Development Ltd,PODDAR
NATIONAL FERTILIZERS LTD.,NFL
IP RINGS LTD.-$,IPRINGLTD
PI Industries Ltd,PIIND
PLASTIBLENDS INDIA LTD.-$,PLASTIBLEN
REDEX PROTECH LTD.,REDEXPR
Kkalpana Plastick Limited,KKPLASTICK
WATERBASE LTD.,WATERBASE
FLEX FOODS LTD.-$,FLEXFO
GOLKUNDA DIAMONDS & JEWELLERY LTD.,GOLKUNDIA
APCOTEX INDUSTRIES LTD.,APCOTEXIND
Fortis Malar Hospitals Limited,FORTISMLR
MASTEK LTD.,MASTEK
EIMCO ELECON (INDIA) LTD.,EIMCOELECO
SAYAJI HOTELS LTD.,SAYAJIHOTL
JMG CORPORATION LTD.,JMGCORP
ASHIANA HOUSING LTD.-$,ASHIANA
SVAM SOFTWARE LTD.,SVAMSOF
ECOBOARD INDUSTRIES LTD.,ECOBOAR
Dhunseri Ventures Ltd-$,DVL
IO SYSTEM LTD.,IOSYSTEM
Mahindra EPC Irrigation Ltd,MAHEPC
SREI INFRASTRUCTURE FINANCE LTD.,SREINFRA
Mitshi India Ltd,MITSHI
SHUKRA JEWELLERS LTD.,SHUKJEW
MAZDA LTD.-$,MAZDALTD
VICEROY HOTELS LTD.,VICEROY
SOVEREIGN DIAMONDS LTD.,SOVERDIA
MENON BEARINGS LTD.-$,MENONBE
MUKAT PIPES LTD.-$,MUKATPIP
GUJARAT RAFFIA INDUSTRIES LTD.,GUJRAFIA
SIMPLEX INFRASTRUCTURES LTD.,SIMPLEXINF
INNOVATIVE TECH PACK LTD.,INNOVTEC
Super Tannery Limited,SUPTANERY
AXTEL INDUSTRIES LTD.,AXTEL
Pacheli Industrial Finance Ltd,PIFL
V R WOODART LTD.,VRWODAR
Avi Products India Ltd,APIL
Poonawalla Fincorp Ltd,POONAWALLA
HINDUSTAN FLUOROCARBONS LTD.,HINFLUR
Kingfa Science & Technology (India) Ltd-$,KINGFA
Patidar Buildcon Limited,PATIDAR
RAMA PHOSPHATES LTD.,RAMAPHO
VENLON ENTERPRISES LTD.,VENLONENT
POLYPLEX CORPORATION LTD.,POLYPLEX
ALBERT DAVID LTD.-$,ALBERTDA
HARYANA LEATHER CHEMICALS LTD.,HARLETH
ACRYSIL LTD.,ACRYSIL
KABRA EXTRUSIONTECHNIK LTD.,KABRAEXTRU
VINYL CHEMICALS (INDIA) LTD.,VINYLINDIA
PEE CEE COSMA SOPE LTD.,PCCOSMA
TCM LTD.,TCMLMTD
IOL CHEMICALS & PHARMACEUTICALS LTD.,IOLCP
VINATI ORGANICS LTD.-$,VINATIORGA
LACTOSE (INDIA) LTD.,LACTOSE
AARTI INDUSTRIES LTD.,AARTIIND
WANBURY LTD.,WANBURY
RESONANCE SPECIALTIES LTD.-$,RESONANCE
GUJARAT AMBUJA EXPORTS LTD.,GAEL
RASHTRIYA CHEMICALS & FERTILIZERS LTD.,RCF
KOPRAN LTD.,KOPRAN
AIMCO PESTICIDES LTD.,AIMCOPEST
GUJARAT TERCE LABORATORIES LTD.,GUJTERC
SEYA INDUSTRIES LTD.,SEYAIND
JAYANT AGRO-ORGANICS LTD.,JAYAGROGN
BCL Industries Ltd-$,BCLIL
SHREE HARI CHEMICALS EXPORT LTD.,SHHARICH
INDO BORAX & CHEMICALS LTD.-$,INDOBORAX
AARTI DRUGS LTD.,AARTIDRUGS
BODAL CHEMICALS LTD.,BODALCHEM
Orchid Pharma Ltd,ORCHIDPHAR
VIMTA LABS LTD.-$,VIMTALABS
BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,BIOFILCHEM
ISHITA DRUGS & INDUSTRIES LTD.,ISHITADR
MARKSANS PHARMA LTD.,MARKSANS
UNIVERSAL STARCH-CHEM ALLIED LTD.,UNIVSTAR
AAREY DRUGS & PHARMACEUTICALS LTD.,AREYDRG
NORRIS MEDICINES LTD.,NORRIS
ASIAN PETROPRODUCTS & EXPORTS LTD.,ASINPET
CAMEX LTD.,CAMEXLTD
Evexia Lifecare Ltd,EVEXIA
INDO EURO INDCHEM LTD.,INDOEURO
SYNCOM FORMULATIONS (INDIA) LTD.-$,SYNCOMF
RIDDHI SIDDHI GLUCO BIOLS LTD.-$,RIDDHI
SVC INDUSTRIES Ltd,SVCIND
IPCA LABORATORIES LTD.,IPCALAB
KILITCH DRUGS (INDIA) LTD.,KILITCH
RAAJ MEDISAFE INDIA LTD.,RAAJMEDI
CORAL LABORATORIES LTD.,CORALAB
TULASEE BIO-ETHANOL LTD.,TULASEEBIOE
BACIL PHARMA LTD.,BACPHAR
KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,KREBSBIO
KMC SPECIALITY HOSPITALS (INDIA) LTD.,KMCSHIL
LAFFANS PETROCHEMICALS LTD.-$,LAFFANSQ
BHASKAR AGROCHEMICALS LTD.,BHASKAGR
SUKHJIT STARCH & CHEMICALS LTD.-$,SUKHJITS
NEULAND LABORATORIES LTD.,NEULANDLAB
GAYATRI BIOORGANICS LTD.,GAYATRIBI
PODDAR PIGMENTS LTD.-$,PODARPIGQ
PHARMAIDS PHARMACEUTICALS LTD.,PHARMAID
VIVID GLOBAL INDUSTRIES LTD.,VIVIDIND
PRIYA LTD.-$,PRIYALT
TIRUPATI STARCH & CHEMICALS LTD.,TIRUSTA
Hemo Organic Limited,HEMORGANIC
JD ORGOCHEM LTD.,JDORGOCHEM
ASHOK ALCO-CHEM LTD.,ASHOKALC
AKSHARCHEM (INDIA) LTD.-$,AKSCHEM
KAMRON LABORATORIES LTD.,KAMRLAB
BERYL DRUGS LTD.,BERLDRG
IEL Ltd,INDXTRA
iStreet Network Limited,ISTRNETWK
GAGAN GASES LTD.,GAGAN
PARKER AGROCHEM EXPORTS LTD.-$,PARKERAC
Shukra Pharmaceuticals Ltd,SHUKRAPHAR
ALUFLUORIDE LTD.,ALUFLUOR
SS ORGANICS LTD.,SSORGS
ARCHIT ORGANOSYS LTD.,ARCHITORG
Sikozy Realtors Limited,SIKOZY
INDO AMINES LTD.-$,INDOAMIN
IND-SWIFT LTD.,INDSWFTLTD
NATURAL CAPSULES LTD.,NATCAPSUQ
WELCURE DRUGS & PHARMACEUTICALS LTD.,WELCURE
BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$,BIBCL
SAVITA OIL TECHNOLOGIES LTD.,SOTL
HESTER BIOSCIENCES LTD.,HESTERBIO
KABSONS INDUSTRIES LTD.,KABSON
BASANT AGRO TECH (INDIA) LTD.-$,BASANTGL
PARENTERAL DRUGS (INDIA) LTD.-$,PARENTLD
SANDU PHARMACEUTICALS LTD.,SANDUPHQ
NACL Industries Ltd,NACLIND
VISTA PHARMACEUTICALS LTD.,VISTAPH
SUN PHARMACEUTICAL INDUSTRIES LTD.,SUNPHARMA
TITAN BIOTECH LTD.,TITANBIO
BIJOY HANS LTD.,BIJHANS
Span Divergent Ltd-$,SDL
JENBURKT PHARMACEUTICALS LTD.,JENBURPH
HIKAL LTD.,HIKAL
CAPLIN POINT LABORATORIES LTD.,CAPPL
FISCHER CHEMIC LTD.,FISCHER
LINK PHARMA CHEM LTD.,LINKPH
Decipher Labs Ltd,DECIPHER
EMMESSAR BIOTECH & NUTRITION LTD.,EMMESSA
NGL FINE-CHEM LTD.,NGLFINE
EVEREST ORGANICS LTD.,EVERESTO
AUROBINDO PHARMA LTD.,AUROPHARMA
PHYTO CHEM (INDIA) LTD.,PHYTO
NATCO PHARMA LTD.,NATCOPHARM
DYNAMIC INDUSTRIES LTD.-$,DYNAMIND
PANAMA PETROCHEM LTD.,PANAMAPET
BAL PHARMA LTD.,BALPHARMA
BDH INDUSTRIES LTD.,BDH
JAUSS POLYMERS LTD.,JAUSPOL
Globus Constructors & Developers Limited,GLOBUSCON
CUBEX TUBINGS LTD.,CUBEXTUB
POLYMECHPLAST MACHINES LTD.,POLYCHMP
STELLANT SECURITIES (INDIA) LTD.,STELLANT
GALAXY BEARINGS LTD.,GALXBRG
SC Agrotech Ltd,SCAGRO
RAVILEELA GRANITES LTD.,RALEGRA
UNIROYAL MARINE EXPORTS LTD.,UNRYLMA
KARAN WOO-SIN LTD.,KARANWO
SHERVANI INDUSTRIAL SYNDICATE LTD.,SHERVANI
ARIHANT TOURNESOL LTD.,ARHNTTO
SUPERTEX INDUSTRIES LTD.,SUPERTEX
SHETRON LTD.,SHETR
TRANSGENE BIOTEK LTD.,TRABI
MPL Plastics Limited,MPL
NIKHIL ADHESIVES LTD.-$,NIKHILAD
SPENTA INTERNATIONAL LTD.,SPENTA
MULTIBASE INDIA LTD.,MULTIBASE
ANDREW YULE & COMPANY LTD.,ANDREWYU
LUDLOW JUTE & SPECIALITIES LTD.,LUDLOWJUT
ASHRAM ONLINE.COM LTD.,ASHRAM
ROYAL CUSHION VINYL PRODUCTS LTD.-$,ROYALCU
NEOGEM INDIA LTD.,NOGMIND
SURAJ INDUSTRIES LTD.,SURJIND
Hitech Corporation Ltd-$,HITECHCORP
BLOOM DEKOR LTD.-$,BLOOM
FILATEX INDIA LTD.-$,FILATEX
STANDARD SURFACTANTS LTD.,STDSFAC
MERCATOR LTD.-$,MERCATOR
MORGAN VENTURES LTD.,MORGAN
AMRAPALI INDUSTRIES LTD.,AMRAPLIN
PREMIER EXPLOSIVES LTD.,PREMEXPLQ
MID EAST PORTFOLIO MANAGEMENT LTD.,MIDEASTP
MOLD-TEK TECHNOLOGIES LTD.,MOLDTEK
CRESTCHEM LTD.,CRSTCHM
MPHASIS LTD.,MPHASIS
MEDINOVA DIAGNOSTIC SERVICES LTD.,MEDINOV
DIVYASHAKTI GRANITES LTD.,DIVSHKT
ORIENT PRESS LTD.,ORIENTLTD
SHREYAS INTERMEDIATES LTD.,SHREYASI
Parth Industries Limited,PARTIND
DUROPACK LTD.,DUROPACK
Swarnsarita Gems Ltd,SWARNSAR
GANESH HOUSING CORPORATION LTD.-$,GANESHHOUC
NMDC LTD.,NMDC
CINDRELLA HOTELS LTD.-$,CINDHO
PATEL INTEGRATED LOGISTICS LTD.-$,PATINTLOG
ALPHAGEO (INDIA) LTD.-$,ALPHAGEO
RITESH PROPERTIES & INDUSTRIES LTD.,RPIL
Kkalpana Industries (India) Ltd,KKALPANAIND
OK PLAY INDIA LTD.,OKPLA
KRITI INDUSTRIES (INDIA) LTD.-$,KRITIIND
WELTERMAN INTERNATIONAL LTD.,WELTI
ASM TECHNOLOGIES LTD.,ASMTEC
PERFECTPAC LTD.,PERFEPA
VISION CINEMAS LTD.,VISIONCINE
INDRAYANI BIOTECH LTD.,INDRANIB
EURO LEDER FASHION LTD.,EUROLED
WINSOME BREWERIES LTD.,WINSOMBR
ELEGANT FLORICULTURE & AGROTECH (INDIA) LTD.,ELEFLOR
SOUTH ASIAN ENTERPRISES LTD.,SAENTER
SKY INDUSTRIES LTD.-$,SKYIND
PHOENIX INTERNATIONAL LTD.,PHOENXINTL
AARV Infratel Ltd,AARVINFRA
Rishiroop Ltd,RISHIROOP
Promact Impex Ltd,PROMACT
STERLING GREEN WOODS LTD.,STRGRENWO
DOLPHIN MEDICAL SERVICES LTD.,DOLPHMED
SYSTEMATIX CORPORATE SERVICES LTD.,SYSTMTXC
ALPINE HOUSING DEVELOPMENT CORPORATION LTD.,ALPINEHOU
SANGHI INDUSTRIES LTD.,SANGHIIND
Worldwide Aluminium Ltd,WWALUM
Square Four Projects India Limited,SFPIL
SCANPOINT GEOMATICS LTD.,SCANPGEOM
